รหัสสินค้า,ชื่อสินค้า,ราคา,ขาย,ชื่อร้านค้า,อัตราค่าคอมมิชชัน,คอมมิชชัน,ลิงก์สินค้า,ลิงก์ข้อเสนอ
28909230723,Straight New Summer Korean Style Slimming High-Rise Trousers Wide-Leg Pants Floral High Waist Niche Loose CasualinsFemale Q60P,฿168.00,0,RL Offcial Shop,51.5%,฿86.52,https://shopee.co.th/product/1203185550/28909230723,https://s.shopee.co.th/1B5MfcF1U1
29558783409,Shoes Shoes Hot Girl Lolita CutedollRound Toe with Skirt Small Leather ShoesLolitaHeight IncreasingJKPrincess Style E3AC,฿430.00,2,RL Offcial Shop,51.5%,฿221.45,https://shopee.co.th/product/1203185550/29558783409,https://s.shopee.co.th/g964hGvUw
24383876654,Knittingy2kElement XINGX SubculturejkHot Girl Wide Leg Slim Leg Foot Sock Homemade Leg Warmer Big Bones Pile Style SAK4,฿200.00,0,RL Offcial Shop,51.5%,฿103.00,https://shopee.co.th/product/1203185550/24383876654,https://s.shopee.co.th/qSWH0GI9z
24871867083,เสื้อแจ็กเก็ตคาร์ดิแกนกันหนาว ผ้าถัก แบบนิ่ม สีขาว ระดับไฮเอนด์ แฟชั่นฤดูใบไม้ร่วง สําหรับผู้หญิง,฿220.00,2,COSSI Official Stop,51.5%,฿113.30,https://shopee.co.th/product/1092714281/24871867083,https://s.shopee.co.th/LWFg5ICAu
20587468568,กระโปรงเซ็กซี่ เอวต่ํา ประดับโบว์ สีชมพู แฟชั่นทันสมัย สไตล์อเมริกัน สําหรับผู้หญิง,฿253.00,1,COSSI Official Stop,51.5%,฿130.30,https://shopee.co.th/product/1092714281/20587468568,https://s.shopee.co.th/VpfsOHYpx
26965790554, Black and White Warm Air-Conditioned Room Spring Autumn Outerwear High-End Knitted Fake Collar Shirt Internet Popular Stripes Women's Shoulder Shawl ICFL,฿106.00,0,TENVI Officiaal Shop,51.5%,฿54.59,https://shopee.co.th/product/1254694523/26965790554,https://s.shopee.co.th/tPHTJSqs
28515785407,Apron Lace-up Triangle Handmade Fashion Matching Lace-up Headscarf Hot Girl New Dance South Korea ins ZSI3,฿144.00,0,TENVI Officiaal Shop,51.5%,฿74.16,https://shopee.co.th/product/1254694523/28515785407,https://s.shopee.co.th/BCpTmIpVv
27915783146, Thin Octagonal Cap Design Washed]Breathable Linen Pleated Temperament Equestrian Hat Show Face Small Yamamoto Yaosi[Wind BP8C,฿202.00,0,TENVI Officiaal Shop,51.5%,฿104.03,https://shopee.co.th/product/1254694523/27915783146,https://s.shopee.co.th/2LHK3lAa7M
27815795353, Hand Crocheting Cover Bandage Dress New Original Design Hot Girl Artifact Waist Scarf Spring and Summer Popular Lace-up Fart Curtain2024Color TEOX,฿231.00,0,TENVI Officiaal Shop,51.5%,฿118.97,https://shopee.co.th/product/1254694523/27815795353,https://s.shopee.co.th/2VakG49wmP
27515783203,Concave Shape Gradient Shawl Photo Scarf Scarf Female Pleated Original Hot Girl Waste Soil Style Gradient Ethnic Style S7E5,฿106.00,0,TENVI Officiaal Shop,51.5%,฿54.59,https://shopee.co.th/product/1254694523/27515783203,https://s.shopee.co.th/20eTf9BqnK
27015783180, Women's Knitted Short Letter Beanie Hat ins Hat Makes Face Look Little Wild Skullcap Thin Niche Toque Personality 2NDN,฿154.00,0,TENVI Officiaal Shop,51.5%,฿79.31,https://shopee.co.th/product/1254694523/27015783180,https://s.shopee.co.th/2AxtrSBDSN
27159231094,ฤดูใบไม้ร่วงฤดูหนาวรูปแบบใหม่ จุดต่ําสุด เสื้อเสื้อถักผู้หญิงคอสี่เหลี่ยมเสื้อกันหนาวที่ดีงามคาร์ดิแกนสไตล์อ่อนโยนซอกแจ็คเก็ต ฮะ,฿368.00,0,RL OffcialS Shop,51.5%,฿189.52,https://shopee.co.th/product/1203186398/27159231094,https://s.shopee.co.th/1g1dGXD7TI
24285304863,Trendy Sweaterinsoff-Shoulder Hot Girl Niche American Style Outdoor Elegant Women's Retro Sweater Sexy off-Shoulder Slim Fit SIMY,฿220.00,0,RL OffcialS Shop,51.5%,฿113.30,https://shopee.co.th/product/1203186398/24285304863,https://s.shopee.co.th/1qL3SqCU8L
29959236073,Mop Pants European and American Style Niche Casual Pants Hot Girl High Waist Design Sense Wide Leg LooseinsAll-Match Pleating XP71,฿430.00,0,RL OffcialS Shop,51.5%,฿221.45,https://shopee.co.th/product/1203186398/29959236073,https://s.shopee.co.th/1LOmrvEO9G
25324889826,กระโปรงยีนสั้น ทรงเอ เซ็กซี่ ป้องกันแสงสะท้อน แฟชั่นฤดูร้อน สไตล์อเมริกัน สําหรับผู้หญิง 9NLR,฿200.00,1,Riley Official Stop,51.5%,฿103.00,https://shopee.co.th/product/1206206214/25324889826,https://s.shopee.co.th/1ViD4EDkoJ
25125947665,กางเกงขายาวลําลอง ขากว้าง เอวสูง ทรงหลวม สไตล์ฝรั่งเศส สําหรับสตรี NPQN,฿388.00,1,Riley Official Stop,51.5%,฿199.82,https://shopee.co.th/product/1206206214/25125947665,https://s.shopee.co.th/8zoE00lCam
26354626809,กางเกงโยคะไทยช้างเอวสูงถูพื้นกางเกงขากว้างกางเกงชายหาด2024รูปแบบใหม่ฤดูร้อนบางสไตล์เอเชียตะวันออกเฉียงใต้ขายร้อน,฿107.00,0,Y.Lร้านชุดชั้นในกีฬากางเกงโยคะ,36.5%,฿39.06,https://shopee.co.th/product/1158418755/26354626809,https://s.shopee.co.th/9A7eCJkZFp
1105169139,Kodipur โคดิเพอร์ โปร 4 กล่อง สมุนไพรแก้หวัด คิดค้นโดยหมอแบงค์ นพ และ ผู้เชี่ยวชาญด้านสมุนไพรกว่า 10 ปี,"฿1,449.00",167,Herbplus_official,22.5%,฿326.03,https://shopee.co.th/product/66799058/1105169139,https://s.shopee.co.th/8fBNbOmTGk
1678911216,GI365 (จีไอ365) สมุนไพรบำรุงระบบกระเพาะและทางเดินอาหาร คิดค้นโดยหมอแบงค์ นพ และ ผู้เชี่ยวชาญด้านสมุนไพรกว่า 10 ปี,฿690.00,739,Herbplus_official,22.5%,฿155.25,https://shopee.co.th/product/66799058/1678911216,https://s.shopee.co.th/8pUnnhlpvn
23071091955,Premium Habibi Chiffon Sairahijab,฿130.00,1.6พัน,Sairahijab,21.5%,฿27.95,https://shopee.co.th/product/1854019/23071091955,https://s.shopee.co.th/8KYXCmnjwi
12955000468,Original Viscose Sairahijab,฿142.00,3.4พัน,Sairahijab,21.5%,฿30.53,https://shopee.co.th/product/1854019/12955000468,https://s.shopee.co.th/8UrxP5n6bl
20774983859,Sairahijab Premium Dana Style,฿447.00,1.2พัน,Sairahijab,21.5%,฿96.11,https://shopee.co.th/product/1854019/20774983859,https://s.shopee.co.th/7zvgoAp0cg
26556445103,Workwear Spring and Summer Retro Trousers New High Waist Women's Niche Thin American Hot Girl Pants Design Sensehiphop CPKZ,฿546.00,0,Riley Official Stop,21.5%,฿117.39,https://shopee.co.th/product/1206206214/26556445103,https://s.shopee.co.th/8AF70ToNHj
26159382796,LatestinsSkirt2023Summer Female Sexy Hot Girl Wants to Be PureAWord Skirt Pleated Skirt Skirt Style Hot HLDN,฿325.00,0,Riley Official Stop,21.5%,฿69.88,https://shopee.co.th/product/1206206214/26159382796,https://s.shopee.co.th/AKJbaSg7tA
27459378115,Street High Waist Women's Trousers Wide Leg Summer Loose All-Matching Slimming Hip Hop Couple Pants Tooling Whitehiphop GFUR,฿325.00,0,Riley Official Stop,21.5%,฿69.88,https://shopee.co.th/product/1206206214/27459378115,https://s.shopee.co.th/AUd1mlfUYD
20395006447,Sairahijab Premium Layla Style,฿466.00,1.7พัน,Sairahijab,21.5%,฿100.19,https://shopee.co.th/product/1854019/20395006447,https://s.shopee.co.th/9zglBqhOZ8
25363153323,Sairahijab Pretty Easy Style,฿466.00,234,Sairahijab,21.5%,฿100.19,https://shopee.co.th/product/1854019/25363153323,https://s.shopee.co.th/AA0BO9glEB
25284346066,Premium Bamboo Sairahijab,฿181.00,322,Sairahijab,21.5%,฿38.92,https://shopee.co.th/product/1854019/25284346066,https://s.shopee.co.th/9f3unEifF6
25769290636,Sairahijab Dana Basic Style หน้ายืดฟรีไซส์,฿447.00,109,Sairahijab,21.5%,฿96.11,https://shopee.co.th/product/1854019/25769290636,https://s.shopee.co.th/9pNKzXi1u9
14027355040,Berkini Swimming Suit Sairahijab,"฿1,321.00",113,Sairahijab,21.5%,฿284.02,https://shopee.co.th/product/1854019/14027355040,https://s.shopee.co.th/9KR4Ocjvv4
24786386057,ฤดูใบไม้ผลิฤดูใบไม้ร่วงสไตล์กางเกงขากว้างผู้หญิงสาวอ้วนกางเกงหนา-ขาตรงฤดูร้อนบางสไตล์หลวมslimmerดูall-matchกางเกงผู้หญิง,฿383.00,0,20201104.th,21.5%,฿82.35,https://shopee.co.th/product/1214817204/24786386057,https://s.shopee.co.th/9UkUavjIa7
29162196262,เสื้อตรวจสอบผู้หญิง2023ฤดูใบไม้ผลิฤดูใบไม้ร่วงแบบใหม่เวอร์ชั่นเกาหลีหลวมแขนยาวแปรงย้อนยุคเสื้อนักเรียนแจ็คเก็ตหลว,฿341.00,0,20201104.th,21.5%,฿73.32,https://shopee.co.th/product/1214817204/29162196262,https://s.shopee.co.th/6KnSp6vM0W
29009648060,หวงฉี ต้นฉบับผ้าฝ้ายแท้แขนสั้นเสื้อผู้หญิงความรู้สึกการออกแบบ2024ฤดูใบไม้ผลิฤดูร้อนสไตล์ใหม่วรรณกรรมญี่ปุ่นคาร์ดิแกนปกเสื้อ,฿408.00,0,xiaoxiaoSelectedgoods.th,21.5%,฿87.72,https://shopee.co.th/product/1305578315/29009648060,https://s.shopee.co.th/6V6t1PuifZ
25310995716,ชุดเด็ก ไซส์ S-M (S6-12เดือน6-12โล)(M10-18เดือน12-17โล)ผ้ามันไมโครใส่สบายไม่ร้อน ชุดเด็กผู้ชาย ชุดเด็กผู้หญิง ชุดกีฬาเด,฿147.00,0,Mum Tuk Shop,21.5%,฿31.61,https://shopee.co.th/product/860736927/25310995716,https://s.shopee.co.th/60AcQUwcgU
29006745954,Pants Quick-Drying Striped Women's Popular Loose American Summer Pants Thin New Trendy Casual Pants2024Splicing M0I6,฿224.00,0,GOLANA OFFIACLS SHOP,21.5%,฿48.16,https://shopee.co.th/product/1254733686/29006745954,https://s.shopee.co.th/6AU2cnvzLX
27308695441,ซซรั่ว!เมฆสไตล์แสงอารมณ์ดี~บริสุทธิ์ผิดปกติพัฟแขนอารมณ์เสื้อคอกลมผู้หญิงฤดูร้อน,฿597.00,0,xiaoxiaoSelectedgoods.th,21.5%,฿128.36,https://shopee.co.th/product/1305578315/27308695441,https://s.shopee.co.th/5fXm1sxtMS
24910995523,ชุดเด็ก เสื้อแขนสั้น+กางเกงขาสั้น ผ้าไมโคร ใส่สบาย ลายน่ารักมากๆ สกรีนลายหน้าหลังเต็มตัว,฿137.00,0,Mum Tuk Shop,21.5%,฿29.46,https://shopee.co.th/product/860736927/24910995523,https://s.shopee.co.th/5prCEBxG1V
24634235051,Frayed Half-Length Summer Denim Fishtail Skirt Retro Mid-Length Dress FatmmaWord Slimming Loose Design Women JTX9,฿336.00,0,GOLANA OFFIACLS SHOP,21.5%,฿72.24,https://shopee.co.th/product/1254733686/24634235051,https://s.shopee.co.th/5KuvdGzA2Q
24487706016, Blouse Cardigan Ethnic Tassel Outer Matching Skirt Vintage Knitted Lace Thin Spring and Autumn Small Shawl Vacation Style Women RMIL,฿127.00,0,GOLANA OFFIACLS SHOP,21.5%,฿27.31,https://shopee.co.th/product/1254733686/24487706016,https://s.shopee.co.th/5VELpZyWhT
25910991636,YY206 ชุดเดรสพิมพ์ลายการ์ตูนสำหรับเด็กผู้หญิง พร้อมส่ง เดรสเด็ก เสื้อเด็ก กระโปรงงานปักข้าง,฿109.00,0,Mum Tuk Shop,21.5%,฿23.44,https://shopee.co.th/product/860736927/25910991636,https://s.shopee.co.th/7fIqPYqHIu
24660991900,ชุดเซ็ทเด็กน้อยเเขนสั้นขาสั้น ชุดเซ็ทเด็ก แฟชั่น มาใหม่ งานขายดี  ชุดเซ็ทเเฟชั่น,฿151.00,0,Mum Tuk Shop,21.5%,฿32.47,https://shopee.co.th/product/860736927/24660991900,https://s.shopee.co.th/7pcGbrpdxx
24610995589,New!! Clothes for the baby Suitable for toddlers or children 6 months and up. Cartoon printed set.,฿165.00,0,Mum Tuk Shop,21.5%,฿35.48,https://shopee.co.th/product/860736927/24610995589,https://s.shopee.co.th/7Kg00wrXys
29808810993,Women's Bag Hip Hot Girl Skirt Slimming Summer Embroidered Denim American Bow SkirtaWord Miniskirt Retro NFTO,฿194.00,0,GOLANA OFFIACLS SHOP,21.5%,฿41.71,https://shopee.co.th/product/1254733686/29808810993,https://s.shopee.co.th/7UzQDFqudv
29356748244,Women's Overalls Pocket Summer Draping Mopping Casual Trousers Retro Lazy Design Sense American Wide Leg Loose MBB8,฿366.00,0,GOLANA OFFIACLS SHOP,21.5%,฿78.69,https://shopee.co.th/product/1254733686/29356748244,https://s.shopee.co.th/7039cKsoeq
27315783133, Square Scarf Tie-Dye ins Original Retro Silver Hot Girl Headscarf Niche Closed Toe Cool Silk Scarf Gradient Sweet Cool y2k Female LSVP,฿101.00,0,GOLANA OFFIACLS SHOP,21.5%,฿21.72,https://shopee.co.th/product/1254733686/27315783133,https://s.shopee.co.th/7AMZodsBJt
25610995344,พร้อมส่งชุดเซ็ทเด็กเสื้อยืด+กางเกงขายาวลายแฟชั่งการ์ตูน่ารักใส่ได้สบายทั้งเด็กชายและเด็กหญิงBH318+F318,฿235.00,0,Mum Tuk Shop,21.5%,฿50.53,https://shopee.co.th/product/860736927/25610995344,https://s.shopee.co.th/6fQJDiu5Ko
25235281748,aWord Skirt High Waisty2kPleated Women's Mid-Length Trendy Fat Skirt Washed American Hot Girl plus Size DenimmmRetro R5D3,฿458.00,0,GOLANA OFFIACL SHOP,21.5%,฿98.47,https://shopee.co.th/product/1254730453/25235281748,https://s.shopee.co.th/6pjjQ1tRzr
28963051211,ฤดูใบไม้ผลิและฤดูร้อนการออกแบบลายสก๊อตอุตสาหกรรมหนักบางต้นฤดูใบไม้ร่วงกระโปรง2024ปุยย้อนยุคเค้กกระโปรงลำลองกระโปรงยาว zkkj,฿453.00,1,Jolie Girl ,21.5%,฿97.40,https://shopee.co.th/product/1228542234/28963051211,https://s.shopee.co.th/3q67qW4s5I
25782073039,✨🌷[ Japanese Voile ] ปักดอกขั้นเทพ สีสันสุดปังอลังการ Bawal Exclusive Jepun Sulam Ayok บาวาญี่ปุ่นแท้,"฿1,790.00",0,M.SaDa,21.5%,฿384.85,https://shopee.co.th/product/58106630/25782073039,https://s.shopee.co.th/3fmheD5VQH
25737609187,Internet Celebrity Women's Imitation New Ball Fox Fur Fur Toka Coconut Milk Homegirl Fur Slimming Coat Winter Light Luxury Coat,฿644.00,0,Jolie Girl ,21.5%,฿138.46,https://shopee.co.th/product/1228542234/25737609187,https://s.shopee.co.th/3VTHRu68lG
29415792814,Mori Skirt Women's Clothing Mori Style New Skirt Original Wear Autumn and Winter Bow Tribe Small Sweet,฿682.00,0,Jolie Girl ,21.5%,฿146.63,https://shopee.co.th/product/1228542234/29415792814,https://s.shopee.co.th/3L9rFb6m6F
28363626940,เสื้อเชิ้ตสาวฮอตเก็บเอวออกแบบฤดูร้อนจับจีบใส่แล้วดูผอมผู้หญิงรุ่นใหม่เสื้อเชิ้ตเฉพาะกลุ่มสุดเก๋แขนสั้นเจซี,฿308.00,0,Jolie Girl ,21.5%,฿66.22,https://shopee.co.th/product/1228542234/28363626940,https://s.shopee.co.th/3AqR3I7PRE
25337705954,Chiffon Streamer Trendy Dress High Waist Gentle Long Skirt Yarn Skirt2022New Glaze Bright Silk Summer Fairy,฿360.00,0,Jolie Girl ,21.5%,฿77.40,https://shopee.co.th/product/1228542234/25337705954,https://s.shopee.co.th/30X0qz82mD
28515785596," Hip Hop[]hiphop Hip Hop Scarf Pure Cotton2Headscarf, Headscarf, Hair Band, Square Scarf, Korean Fashion Paisley ICIX",฿73.00,0,GOLANA OFFIACL SHOP,21.5%,฿15.70,https://shopee.co.th/product/1254730453/28515785596,https://s.shopee.co.th/2qDaeg8g7C
25374566974,กระโปรงยีนสั้น เอวสูง ทรงเอ เข้ารูป สีแดง แฟชั่นฤดูร้อน สไตล์เกาหลี สําหรับผู้หญิง 2024,฿336.00,2,yuzhixin.th,21.5%,฿72.24,https://shopee.co.th/product/1214441061/25374566974,https://s.shopee.co.th/2fuASN9JSB
27615795391, Ribbon Four Seasons Spring Walking Accessories Silk Scarf Long All-Matching Women2024Rose New High Sense BUOU,฿255.00,0,GOLANA OFFIAiCL SHOP,21.5%,฿54.83,https://shopee.co.th/product/1254735896/27615795391,https://s.shopee.co.th/5AbVQxznNg
26606731981,Short Skirt Fake Two-Piece Slimming Hot Girl Skirt Pleated High Waist Design Sense Female Summer Sheath Patchwork Skirt Striped TQU0,฿255.00,0,GOLANA OFFIAiCL SHOP,21.5%,฿54.83,https://shopee.co.th/product/1254735896/26606731981,https://s.shopee.co.th/50I5Ef0Qif
28652222627,Sairahijab Special Jameerah Arabic Letters,฿990.00,10,Sairahijab,21.5%,฿212.85,https://shopee.co.th/product/1854019/28652222627,https://s.shopee.co.th/4pyf2M143e
25562396681,Basic Square Sairahijab,฿139.00,152,Sairahijab,21.5%,฿29.89,https://shopee.co.th/product/1854019/25562396681,https://s.shopee.co.th/4ffEq31hOd
25406522425,หมวกคลุมผมอาบน้ํา ป้องกันน้ํา ทรงปีกกว้าง แฟชั่นสําหรับผู้หญิง,฿339.00,0,hbsuper.th,19.5%,฿66.11,https://shopee.co.th/product/991807551/25406522425,https://s.shopee.co.th/4VLodk2Kjc
22663571752,เสื้อแขนสั้น แต่งจับจีบ สวมใส่สบาย สําหรับหญิงตั้งครรภ์,฿749.00,0,hbsuper.th,19.5%,฿146.06,https://shopee.co.th/product/991807551/22663571752,https://s.shopee.co.th/4L2ORR2y4b
29716976270,ตุ๊กตาเชือกแขวนคอกระโปรงสั้นเชือกแขวนคอคอหมีสองมิติชุดแม่บ้านน่ารักชุดชั้นในเซ็กซี่หญิงบทบาทเล่น,฿330.00,0,Sexy Back,19.5%,฿64.35,https://shopee.co.th/product/1365480836/29716976270,https://s.shopee.co.th/4AiyF83bPa
27015865560,หมวกไหมพรมกันหนาว กันลม หมวกผู้หญิงฤดูหนาวหนาอบอุ่นกํามะหยี่ป้องกันหูหมวกกลวง หมวกไหมพรมฤดูหนาวหมวกกันลมกลางแจ้ง,฿77.00,0,hbfirst.th,19.5%,฿15.02,https://shopee.co.th/product/991808754/27015865560,https://s.shopee.co.th/40PY2p4EkZ
26317916836,ผ้ารัดหน้าท้องแบบไขว้ผ้าตาข่าย คาคาสไตล์ฤดูร้อน ผ้าบางเส้นสายรัดเอวเน็ตทรงกางเกงยืดสบาย สำหรับการออกกำลังกาย,฿117.00,0,hbfirst.th,19.5%,฿22.82,https://shopee.co.th/product/991808754/26317916836,https://s.shopee.co.th/1B5MfcF1V2
27262108156,ผ้าโพกศีรษะบางและระบายอากาศได้ดีที่จําเป็นสําหรับคนขี้เกียจ ชุดผ้าพันคอ ผ้าพันคอแบบรวดเร็ว,฿194.00,0,hbfirst.th,19.5%,฿37.83,https://shopee.co.th/product/991808754/27262108156,https://s.shopee.co.th/10lwTJFeq1
28664128975,หมวกกันแดดปีกกว้างกันแดดรอบด้าน หมวกป้องกันรังสียูวีรอบด้าน หมวกกันแดดปีกกว้างกลางแจ้งฤดูร้อน,฿116.00,0,hbfirst.th,19.5%,฿22.62,https://shopee.co.th/product/991808754/28664128975,https://s.shopee.co.th/qSWH0GIB0
27261776914,"12 ชิ้นของคลิปมุกหลายสี, คลิปรูปตัวยู, คลิปผ้าคลุมศีรษะ, ผ้าพันคอมุสลิมของผู้หญิง, ผ้าคลุมไหล่, ผ้าพันคอ, อุปกรณ์เข็มกลัด",฿63.00,0,boming Mall,17.5%,฿11.03,https://shopee.co.th/product/312683638/27261776914,https://s.shopee.co.th/g964hGvVz
28111782818,"อเนกประสงค์ปลอดภัยเข็มเข็มกลัดสําหรับผ้าพันคอของผู้หญิง,ที่มีแม่เหล็กที่แข็งแกร่งผ้าคลุมศีรษะ หมุด และเข็มกลัดแม่เหล็กสําหรับยึดเล็บแม่เหล็",฿60.00,0,boming Mall,17.5%,฿10.50,https://shopee.co.th/product/312683638/28111782818,https://s.shopee.co.th/VpfsOHYqy
24273352236,ชุดเดรสกระโปรงยาว สีพื้น สําหรับสตรี,"฿2,560.00",0,hbpatisa.th,17.5%,฿448.00,https://shopee.co.th/product/991814196/24273352236,https://s.shopee.co.th/LWFg5ICBx
18887504782,เสื้อเชิ้ต ลายสก๊อต แฟชั่นฤดูใบไม้ร่วง,"฿1,093.00",0,hbpatisa.th,17.5%,฿191.28,https://shopee.co.th/product/991814196/18887504782,https://s.shopee.co.th/BCpTmIpWw
24774086242,เสื้อเชิ้ตแขนยาว ผ้าฝ้าย และผ้าลินิน ทรงหลวม ความยาวปานกลาง สีพื้น สําหรับผู้หญิง,"฿1,659.00",0,hbpatisa.th,17.5%,฿290.33,https://shopee.co.th/product/991814196/24774086242,https://s.shopee.co.th/tPHTJSrv
24273352395,เสื้อเชิ้ต ผ้าฝ้าย และผ้าลินิน สวมใส่สบาย แฟชั่นทันสมัย สําหรับผู้หญิง,"฿1,592.00",0,hbpatisa.th,17.5%,฿278.60,https://shopee.co.th/product/991814196/24273352395,https://s.shopee.co.th/2VakG49wnQ
23764330774,เสื้อเชิ้ตคอเต่า ผ้าชีฟอง แขนบาน ทรงหลวม สําหรับผู้หญิง,"฿1,152.00",0,hbpatisa.th,17.5%,฿201.60,https://shopee.co.th/product/991814196/23764330774,https://s.shopee.co.th/2LHK3lAa8P
24224092026,กระโปรงยาว แต่งระบาย เข้ารูป หรูหรา สําหรับผู้หญิง,"฿2,531.00",0,hbpatisa.th,17.5%,฿442.93,https://shopee.co.th/product/991814196/24224092026,https://s.shopee.co.th/2AxtrSBDTO
25824081689,เสื้อเชิ้ตแขนยาว คอเต่า แบบหนา สีดํา แฟชั่นฤดูหนาว,"฿1,381.00",0,hbpatisa.th,17.5%,฿241.68,https://shopee.co.th/product/991814196/25824081689,https://s.shopee.co.th/20eTf9BqoN
27212600964,กางเกงข้าวเหนียวผู้หญิงกางเกงขากว้างทรงหลวมลำลองแมทช์ลุคง่ายเอวสูงแบบใหม่ฤดูใบไม้ผลิและฤดูใบไม้ร่วง,฿380.00,0,Chenxiaoxiao.Wardrobe1,17.5%,฿66.50,https://shopee.co.th/product/1081792410/27212600964,https://s.shopee.co.th/1qL3SqCU9M
24501306429,สเปรย์จัดแต่งทรงฮิญาบให้เป็นทรง แบรนด์ AREENA,฿129.00,7.5พัน,AREENA.BRAND,17%,฿21.93,https://shopee.co.th/product/995591175/24501306429,https://s.shopee.co.th/1g1dGXD7UL
29659235777,European and American Dark Women's Couple Loose Hole Sweater Punk All-Matching Striped Ripped Sweater Mid-Length Sweater D1RA,฿253.00,0,COSSI Official Stop,16.5%,฿41.75,https://shopee.co.th/product/1092714281/29659235777,https://s.shopee.co.th/1ViD4EDkpK
28809230842,Skirt Pleated Skirt Slimming Versatile Women's Summer Denim2024Annual SkirtaWord Design New High Waist Short E5C0,฿220.00,0,COSSI Official Stop,16.5%,฿36.30,https://shopee.co.th/product/1092714281/28809230842,https://s.shopee.co.th/1LOmrvEOAJ
29909230787,Pure Desire Lace Puff Skirt Women's Summer Small High Waist Figure Flattering Tiered Dress Design SenseAWord Short Skirt NADU,฿305.00,2,COSSI Official Stop,16.5%,฿50.33,https://shopee.co.th/product/1092714281/29909230787,https://s.shopee.co.th/9A7eCJkZGq
28109230820,Sweater Style Punk Sweater Thin off-Shoulder Shoulder-Baring Rivet Spring and Autumn Sexy Cross Sub-Culture Thin Pure JYYV,฿325.00,1,COSSI Official Stop,16.5%,฿53.63,https://shopee.co.th/product/1092714281/28109230820,https://s.shopee.co.th/8zoE00lCbp
28965517420,ลายทางแฟชั่นที่เรียบง่ายตรงกางเกงตัดสําหรับชายความงามhigh Street Baggyกางเกงผู้ชายแนวโน้มสบายๆกางเกงขากว้างสําหรับชาย,฿331.00,0,Auroro,16.5%,฿54.62,https://shopee.co.th/product/413376102/28965517420,https://s.shopee.co.th/8pUnnhlpwo
27960487417,Splicing แฟชั่นกางเกงขากว้างเรียบง่ายสําหรับผู้ชาย Aesthetic High Street Baggy กางเกงผู้ชาย unisex Trend Casual กระโปรงและกางเกง,฿470.00,0,Auroro,16.5%,฿77.55,https://shopee.co.th/product/413376102/27960487417,https://s.shopee.co.th/8fBNbOmTHn
