รหัสสินค้า,ชื่อสินค้า,ราคา,ขาย,ชื่อร้านค้า,อัตราค่าคอมมิชชัน,คอมมิชชัน,ลิงก์สินค้า,ลิงก์ข้อเสนอ
22678716783,บาล์มเย็น หยดทอง สำหรับทาผิว คันยุงกัด แมลงกัดต่อย ลดผื่นคัน.มีปลายทาง🫧,฿39.00,3,SSZ.Cosmetic,52.5%,฿20.48,https://shopee.co.th/product/1062159568/22678716783,https://s.shopee.co.th/9KR7tSVex0
14871646874,[Pack 2 ขวด] WELNAT อาหารเสริมบำรุงปอด - 60 แคปซูล - เสริมภูมิต้านทาน ป้องกันไวรัส สกัดจากธรรมชาติ,฿200.00,0,welnatofficial,51.5%,฿103.00,https://shopee.co.th/product/608103665/14871646874,https://s.shopee.co.th/9UkY5lV1c3
11176555258,WELNAT อาหารเสริมบำรุงปอด - 60 แคปซูล - เสริมภูมิต้านทาน ป้องกันไวรัส สกัดจากธรรมชาติ-old,฿129.00,0,welnatofficial,51.5%,฿66.44,https://shopee.co.th/product/608103665/11176555258,https://s.shopee.co.th/AKJf5IRqvE
23053110553,M2M อาหารเสริมผู้ชาย รูปแบบเม็ดเคี้ยว รสช็อกโกแลต สำหรับท่านชาย (ส่งแบบปิดชื่อสินค้า),฿290.00,8.8พัน,bioticonfactory,51.5%,฿149.35,https://shopee.co.th/product/1062371696/23053110553,https://s.shopee.co.th/AUd5HbRDaH
8153743625,สเปรย์ชะลอการหลั่ง RADO ปลอดภัย ♻️มีเลขที่ อย.ระบุข้างกล่อง ( สินค้าล็อตการผลิตใหม่ ) ไม่ระบุชื่อสินค้าหน้ากล่อง,฿179.00,6พัน,ร้าน RAYS UP ช้อปผู้ผลิต,51.5%,฿92.19,https://shopee.co.th/product/139084385/8153743625,https://s.shopee.co.th/9zgoggT7bC
25022512850,[โปร 2แถม1] M2M ผลิตภัณฑ์เสริมอาหารรูปแบบเม็ดเคี้ยว รสช็อกโกแลต 1ซองมี 6เม็ด (ส่งแบบปิดชื่อสินค้า),฿500.00,1.3พัน,bioticonfactory,51.5%,฿257.50,https://shopee.co.th/product/1062371696/25022512850,https://s.shopee.co.th/AA0EszSUGF
22441038799,"⚡️ ของแท้•ส่งด่วน•เข้ากลุ่มเทรนฟรี⚡️ Aki24 Aki plus(อะกิ24,อะกิพลัส) วิตามินลดอ้วนลดแขนขา",฿790.00,1.6พัน,Aki.official,51.5%,฿406.85,https://shopee.co.th/product/992767198/22441038799,https://s.shopee.co.th/8KYahcZSyu
23643964167,⚡️ของแท้•ส่งด่วน•เข้ากลุ่มเทรนฟรี⚡️ Aki24  1 เซ็ต,"฿1,480.00",136,Aki.official,51.5%,฿762.20,https://shopee.co.th/product/992767198/23643964167,https://s.shopee.co.th/8Us0tvYpdx
22557388862,โปรจับคู่ลดไซส์ไว X2 Set 1 เดือน⚡️ของแท้•ส่งฟรี⚡️Aki Bacto B แบคโตะ บี จุลินทรีย์คนผอม คaki24 Aki plus,"฿3,000.00",97,Aki.official,51.5%,"฿1,545.00",https://shopee.co.th/product/992767198/22557388862,https://s.shopee.co.th/7zvkJ0ajes
29502176353,Nutra Liv 1 กล่อง ผลิตภัณฑ์วิตามินบำรุงตับ สารสกัดที่ช่วยฟื้นฟูการทำงานของตับและลดไขมันสะสม,฿499.00,197,Aki.official,51.5%,฿256.99,https://shopee.co.th/product/992767198/29502176353,https://s.shopee.co.th/8AFAVJa6Jv
29906540940,Nutra Liv+bacto B เซ็ต 1 เดือน (bacto B 3 กล่อง + liv 3 กล่อง) โปรลีนหุ่น ตับสุขภาพดี,"฿1,850.00",11,Aki.official,51.5%,฿952.75,https://shopee.co.th/product/992767198/29906540940,https://s.shopee.co.th/8zoHUqWvd6
27102176665,Nutra Liv+Aki24 อย่างละ 1 กล่อง โปรลีนหุ่น ตับสุขภาพดี,"฿1,289.00",67,Aki.official,51.5%,฿663.84,https://shopee.co.th/product/992767198/27102176665,https://s.shopee.co.th/9A7hh9WII9
23805995252,1แถม1โรสสเต็มเซลล์รกกุหลาบ🌹สกัดในเม็ดซอฟเจล กระตุ้นลึกถึงชั้นโครโมโซม Rose Stem Cell ย้อนวัย สู่ความอ่อนเยาว์ ใน 14 วัน,฿295.00,66,สกินแคร์ Byพีช,51.5%,฿151.93,https://shopee.co.th/product/38275852/23805995252,https://s.shopee.co.th/8fBR6EYCJ4
24928523894,Nutra Liv ผลิตภัณฑ์วิตามินบำรุงตับ สารสกัดที่ช่วยฟื้นฟูการทำงานของตับและลดไขมันสะสม,"฿1,300.00",89,Aki.official,51.5%,฿669.50,https://shopee.co.th/product/992767198/24928523894,https://s.shopee.co.th/8pUrIXXYy7
29956522881,Nutra Liv+Aki24 เซ็ต 1 เดือน (aki 2 กล่อง + liv 3 กล่อง) โปรลีนหุ่น ตับสุขภาพดี,"฿2,760.00",46,Aki.official,51.5%,"฿1,421.40",https://shopee.co.th/product/992767198/29956522881,https://s.shopee.co.th/1g1glMyqVk
27654990391,Nutra Liv+Aki24+Bacto B อย่างละ 1 กล่อง โปรลีนหุ่น ตับสุขภาพดี,"฿1,850.00",23,Aki.official,51.5%,฿952.75,https://shopee.co.th/product/992767198/27654990391,https://s.shopee.co.th/1qL6xfyDAn
22362071955,⚡️ของแท้•ส่งฟรี⚡️Aki Bacto B แบคโตะ บี จุลินทรีย์คนผอม คaki24 Aki plus,"฿1,140.00",62,Aki.official,51.5%,฿587.10,https://shopee.co.th/product/992767198/22362071955,https://s.shopee.co.th/1LOqMl07Bi
24156846700,"Aki 24(อะกิ24,อะกิพลัส) วิตามินลดอ้วน 3 เซ็ต 90 วัน ของแแท้","฿3,950.00",4,Aki.official,51.5%,"฿2,034.25",https://shopee.co.th/product/992767198/24156846700,https://s.shopee.co.th/1ViGZ3zTql
25414578471,M2M อาหารเสริมผู้ชาย รูปแบบเม็ดเคี้ยว รสช็อกโกแลต สำหรับท่านชาย,฿290.00,111,bioticonfactory,51.5%,฿149.35,https://shopee.co.th/product/1062371696/25414578471,https://s.shopee.co.th/2LHNYawJ9w
24634651557,🍧 กลูต้าออยลี่ [ กดในไลฟ์ลด50%] Aoily แพ็คเกจใหม่ล่าสุด ของแท้100%,฿290.00,0,MENU SHOP,46.5%,฿134.85,https://shopee.co.th/product/1210500661/24634651557,https://s.shopee.co.th/2Vanktvfoz
19485386718,Five Doctors 10 Probiotics Dietary Fiber Solid Beverages  โพรไบโอติก 10 สายพันธุ์ มีใยอาหาร ขนาด 5 กรัม x 7 ซอง,฿199.00,125,fivedoctors.th,46.5%,฿92.54,https://shopee.co.th/product/1090679190/19485386718,https://s.shopee.co.th/20eX9yxZpu
29207644516,💖COMO โคโมะคอลลาเจนกลูต้าวิตามินชงดืม วิตมินผิวขาวใส ลดสิวฝ้า🧸{กดในไลฟ์ ลด 100.-},฿390.00,0,MENU SHOP,42.5%,฿165.75,https://shopee.co.th/product/1210500661/29207644516,https://s.shopee.co.th/2AxxMHwwUx
14648678690,ไลฟ์ ซิงค์ พลัส วิตามินซี Life Zinc Plus Vitaminc วิตามินบำรุงผม [LLAAD-A],฿209.00,66.6พัน, Life Supplements,41.5%,฿86.74,https://shopee.co.th/product/87657200/14648678690,https://s.shopee.co.th/LWJAv3vDc
6976604925,Boostuplife อะเซโรล่าเชอร์รี่ พลัส วิตามินซี Acerola Cherry Plus Vitaminc วิตามินซี [BBAAB-A],฿209.00,49.7พัน, Life Supplements,41.5%,฿86.74,https://shopee.co.th/product/87657200/6976604925,https://s.shopee.co.th/VpjNE3Hsf
5409729158,[พิเศษ 3​ กระปุก ]​ MEDITA​ ZINC​ GLUCONATE 75​ mg​ ผลิตภัณฑ์เสริมอาหารเมดิต้า ซิงค์ 21 แคปซูล,฿212.00,12.5พัน,Medita Official,41.5%,฿87.98,https://shopee.co.th/product/175143402/5409729158,https://s.shopee.co.th/tSmJ5Bta
20745775789,ไลฟ์ แอล กลูต้า พลัส คอลลาเจน Life L Gluta Plus Collagen Dipeptide [LLAAI-A],฿209.00,13.8พัน, Life Supplements,41.5%,฿86.74,https://shopee.co.th/product/87657200/20745775789,https://s.shopee.co.th/BCsyc4YYd
19445064776,ไลฟ์ ซิงค์ พลัส วิตามินซี Life Zinc Plus Vitaminc วิตามินบำรุงผม ชุด 2 กระปุก [LLAAD_02],฿399.00,28.9พัน, Life Supplements,41.5%,฿165.59,https://shopee.co.th/product/87657200/19445064776,https://s.shopee.co.th/10lzy91Nro
23058265996,[แพ็คสำหรับ 1 เดือน] Five Doctors Collagen Peptide EGCG Drink 6000mg มิลลิกรัมโมเลกุลขนาดเล็กปลาคอลลาเจนเปปไทด์กรดไฮยาลูโรนิกไวท์เทนนิ่งต่อต้านริ้วรอยเครื่องดื่มสนับสนุน Vitamin C Drink 50ml x 30 ขวด,"฿3,199.00",38,fivedoctors.th,36.5%,"฿1,167.64",https://shopee.co.th/product/1090679190/23058265996,https://s.shopee.co.th/1B5QAS0kWr
